Company_name,Field,Company_age,Ratings,Highly_rated_for,Critically_rated_for,Total_reviews,Avg_salary,Interviews_taken,Total_jobs_available,Total_benefits
RAMTeCH Software Solutions,IT Services & Consulting ,32,3.9,Job Security,"Promotions / Appraisal, Salary & Benefits, Company Culture",601,28000,23,4,59
Kutumbh Care,Recruitment ,17,3.9,"Skill Development / Learning, Work Satisfaction",Promotions / Appraisal,598,17000,28,1,56
First Advantage,Recruitment ,21,3.9,"Company Culture, Work Life Balance",Promotions / Appraisal,595,64000,15,4,60
Deepak Fertilisers and Petrochemicals,Agro Chemicals ,45,3.9,Job Security,Promotions / Appraisal,590,3000,23,13,83
Ugam Solution,IT Services & Consulting ,24,3.7,Job Security,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",582,43000,41,9,102
L&T Power,Power ,18,3.9,"Job Security, Skill Development / Learning",Promotions / Appraisal,581,37000,23,1,107
Times Internet,Internet ,25,3.6,Work Life Balance,"Promotions / Appraisal, Skill Development / Learning, Work Satisfaction",578,55000,39,149,72
The Lalit,Hospitality ,43,3.8,Skill Development / Learning,"Promotions / Appraisal, Salary & Benefits",575,19000,13,4,83
Re Sustainability Limited,Waste Management ,30,4.0,"Job Security, Work Life Balance, Skill Development / Learning","Promotions / Appraisal, Salary & Benefits",573,25000,30,11,79
Amazon Web Services,Software Product ,18,4.0,"Salary & Benefits, Skill Development / Learning, Company Culture",Job Security,571,48000,110,6,81
HP India,Consumer Electronics & Appliances ,27,4.3,"Company Culture, Work Life Balance, Job Security",Promotions / Appraisal,570,27000,72,9,59
Citigroup,Banking ,212,3.8,"Salary & Benefits, Job Security","Work Satisfaction, Promotions / Appraisal",567,83000,60,20,57
Chennai Radha Engineering Works,Engineering & Construction ,19,4.0,"Job Security, Skill Development / Learning","Promotions / Appraisal, Salary & Benefits",567,23000,13,14,94
India Cements,Building Material ,78,3.7,Job Security,Promotions / Appraisal,562,24000,33,5,62
Redington,Hardware & Networking ,25,4.0,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal,554,31000,19,5,67
VA Tech Wabag,Waste Management ,100,4.0,"Job Security, Skill Development / Learning",Promotions / Appraisal,549,28000,30,25,89
Fleetguard Filters,Auto Components ,37,4.2,"Company Culture, Job Security, Salary & Benefits",Promotions / Appraisal,548,21000,31,2,60
Xceedance,Insurance ,11,3.8,Job Security,"Promotions / Appraisal, Salary & Benefits",547,44000,58,58,79
CMS Computers Limited (INDIA),IT Services & Consulting ,48,3.9,Work Life Balance,"Promotions / Appraisal, Salary & Benefits",546,3000,26,19,50
Magna International,Auto Components ,67,4.0,"Job Security, Skill Development / Learning",Promotions / Appraisal,546,38000,24,7,71
Ivrcl Infrastructures & Projects,Engineering & Construction ,37,4.2,"Work Life Balance, Company Culture, Work Satisfaction",Promotions / Appraisal,544,11000,4,9,79
IVY Comptech,IT Services & Consulting ,23,4.1,"Job Security, Work Life Balance, Salary & Benefits",Promotions / Appraisal,538,52000,60,8,97
JK Paper,Pulp & Paper ,62,4.0,"Job Security, Skill Development / Learning, Company Culture",Promotions / Appraisal,535,24000,37,4,75
Thriveni Earthmovers,Metals & Mining ,33,4.0,"Skill Development / Learning, Job Security, Salary & Benefits",Promotions / Appraisal,534,24000,34,2,88
FIITJEE,Education & Training ,32,3.8,"Job Security, Work Life Balance, Work Satisfaction",Promotions / Appraisal,534,22000,28,59,58
Jain Irrigation Systems,Agriculture ,61,4.0,"Job Security, Skill Development / Learning","Salary & Benefits, Promotions / Appraisal",533,23000,15,1,52
Rentokil Pest Control,Facility Management Services ,70,3.8,Job Security,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",529,19000,18,83,73
Orient Electric,Consumer Electronics & Appliances ,70,4.0,"Work Life Balance, Company Culture, Salary & Benefits",Promotions / Appraisal,527,25000,28,89,52
United Spirits,Beverage ,27,4.0,"Company Culture, Skill Development / Learning, Salary & Benefits",Promotions / Appraisal,524,2000,10,6,72
Deepak Nitrite,Chemicals ,54,3.9,"Job Security, Work Life Balance",Promotions / Appraisal,523,28000,32,1,72
